Garn-Format Ver. 1.4.; Daten von Matlab Erzeugt am 21-Jan-2012
TotalFibers
3
Fiber
1;0.300000;0;0;0;0;
128;128;255;
Fiber
1;0.300000;0;0;0;0;
128;128;255;
Fiber
1;0.300000;0;0;0;0;
128;128;255;
15
-1.74306822;-1.60781133;0.70422339
-1.78083801;-0.70973068;1.58531392
-1.95817959;0.08249881;2.59322309
-2.12032485;0.95225394;3.43038464
-1.37634921;1.49969888;4.20991945
-0.41571274;1.45197618;4.98049402
0.42683548;1.79541171;5.77995872
1.23993313;1.83070600;6.53387356
1.74680340;1.01764143;7.35620260
1.82576275;0.21825987;8.31370354
2.19207525;-0.57151282;9.25474930
1.90842021;-1.39716804;10.11678028
0.94669974;-1.50981617;10.89959145
0.09023834;-1.56017184;11.76219845
-0.80556852;-1.91553879;12.47502899
15
-1.49389124;-1.45000112;0.75905740
-1.57150042;-0.51510042;1.49422693
-1.84440184;0.26383004;2.38304782
-2.14390159;1.17764914;3.23381114
-1.48655617;1.76938784;4.13834906
-0.56584918;1.70019948;5.05694199
0.24729259;1.92149019;5.98457670
1.14354289;2.02861452;6.73768997
1.48110187;1.11673546;7.45409584
1.53727913;0.15952756;8.25601673
1.99809825;-0.69532490;9.06228256
1.82359183;-1.60885823;9.92186642
0.95412594;-1.79053307;10.79403210
0.13595369;-1.85400498;11.80184841
-0.71771741;-2.14016438;12.65342617
15
-1.53601134;-1.71515846;0.89291376
-1.50158668;-0.72831184;1.69335747
-1.66139734;0.09619943;2.55159855
-1.88754022;1.02327681;3.25497937
-1.22608078;1.67782974;4.02100468
-0.34802240;1.71404922;4.85112715
0.40907827;2.09420109;5.80019569
1.43776989;1.98781252;6.69567013
1.73458445;1.23088551;7.56686258
1.61022651;0.36713329;8.45992470
1.90424955;-0.48693863;9.25662136
1.64216852;-1.37711346;9.98000431
0.73606277;-1.60350215;10.70761490
-0.05741520;-1.75912023;11.59302998
-0.93500155;-2.18515849;12.45152760
